# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²),MaxQ (mbar)
7.07,2136.127,2556.127,554.287,562.057,58.283,59.399,332.709,0.129,332.709,89.978,93.137,11.456,43.47,-80.536,0.021,0,-0.302,0.002,80.244,89.966,9.336e4,2.739e4,216.591,0.775,9.797,415.945,336.348,3.917,8749.34,9.566,2302.087,0.472,0.205,0.144,0.122,0.472,0.004,0.015,4e-4,0,0,0,0,-2.688e-6,2.372,90,-1.615,741.691,9.516e-4,330.32,1.703,1.683e8,20.32,324.293,0.007,0.623,0.06,1503.024
7.077,2140.286,2560.286,554.724,562.503,58.315,59.427,333.408,0.13,333.408,89.978,93.223,11.446,43.47,-80.536,0.022,0,-0.273,0.002,80.246,89.966,9.333e4,2.735e4,216.546,0.775,9.797,415.869,336.322,3.915,8750.983,9.571,2303.463,0.471,0.205,0.144,0.122,0.471,0.004,0.015,-1.578e-4,0,0,0,0,-2.188e-6,2.354,90,-1.642,741.31,9.512e-4,330.304,1.704,1.684e8,20.32,324.293,0.011,0.623,0.06,1504.785
7.089,2146.53,2566.53,555.38,563.171,58.361,59.47,334.458,0.13,334.458,89.978,93.352,11.434,43.47,-80.536,0.024,0,-0.227,0.002,80.249,89.966,9.327e4,2.73e4,216.479,0.775,9.797,415.758,336.283,3.911,8753.446,9.579,2305.521,0.471,0.205,0.144,0.122,0.471,0.004,0.017,-4.43e-5,0,0,0,0,-1.509e-6,2.327,90,-1.682,740.739,9.506e-4,330.279,1.706,1.685e8,20.32,324.293,0.011,0.624,0.06,1507.427
7.1,2152.782,2572.782,556.037,563.84,58.406,59.514,335.508,0.131,335.509,89.978,93.481,11.428,43.47,-80.536,0.025,0,-0.177,0.002,80.251,89.966,9.322e4,2.725e4,216.411,0.774,9.797,415.651,336.243,3.908,8755.91,9.587,2307.575,0.471,0.205,0.144,0.122,0.471,0.004,0.017,3.274e-4,0,0,0,0,-9.21e-7,2.3,90,-1.723,740.167,9.5e-4,330.255,1.708,1.686e8,20.32,324.293,0.017,0.625,0.06,1510.07
7.117,2162.173,2582.173,557.022,564.843,58.29,59.389,337.088,0.132,337.088,89.978,93.673,11.372,43.47,-80.536,0.029,0,-0.096,0.002,80.254,89.966,9.314e4,2.716e4,216.338,0.774,9.797,415.461,336.209,3.9,8741.646,9.58,2310.667,0.47,0.205,0.144,0.122,0.47,0.005,0.019,-4.884e-4,0,0,0,0,-2.695e-7,2.29,90,-1.784,739.308,9.491e-4,330.218,1.712,1.688e8,20.32,324.293,0.023,0.626,0.061,1514.029
7.14,2175.07,2595.07,558.368,566.214,58.126,59.218,339.257,0.133,339.257,89.977,93.935,11.319,43.47,-80.536,0.031,0,0.029,0.003,80.254,89.967,9.302e4,2.705e4,216.236,0.773,9.797,415.219,336.162,3.891,8722.1,9.571,2314.857,0.469,0.204,0.144,0.121,0.469,0.005,0.021,-2.334e-4,0,0,0,0,2.514e-8,2.276,90,-1.868,738.128,9.479e-4,330.167,1.716,1.69e8,20.32,324.293,0.02,0.627,0.061,1519.428
7.16,2186.249,2606.249,559.529,567.397,58.015,59.108,341.138,0.134,341.138,89.977,94.161,11.317,43.47,-80.536,0.029,0,0.139,0.002,80.253,89.967,9.29e4,2.692e4,216.114,0.773,9.797,415.041,336.101,3.885,8706.87,9.567,2318.425,0.468,0.204,0.144,0.121,0.468,0.005,0.02,3.717e-4,0,0,0,0,5.56e-7,2.25,90,-1.941,737.106,9.468e-4,330.123,1.72,1.692e8,20.32,324.293,0.03,0.628,0.061,1524.078
7.19,2203.061,2623.061,561.268,569.169,57.929,59.037,343.968,0.136,343.968,89.977,94.502,11.386,43.47,-80.536,0.021,0,0.276,0.002,80.246,89.967,9.271e4,2.674e4,215.914,0.772,9.797,414.816,335.993,3.879,8692.58,9.57,2323.732,0.467,0.203,0.143,0.121,0.467,0.004,0.014,-4.575e-4,0,0,0,0,2.189e-6,2.19,90,-2.05,735.568,9.452e-4,330.057,1.726,1.695e8,20.32,324.293,0.03,0.63,0.061,1531.027
7.22,2219.925,2639.925,563.007,570.94,57.981,59.105,346.808,0.138,346.808,89.977,94.845,11.47,43.47,-80.536,0.014,0,0.367,0.006,80.237,89.966,9.258e4,2.66e4,215.743,0.771,9.797,414.602,335.894,3.873,8694.62,9.587,2329.03,0.466,0.203,0.143,0.12,0.466,0.002,0.01,2.169e-4,0,0,0,0,3.857e-6,2.178,90,-2.16,734.025,9.436e-4,329.99,1.731,1.698e8,20.32,324.293,0.03,0.631,0.061,1537.963
7.25,2236.841,2656.841,564.741,572.707,57.615,58.748,349.658,0.14,349.658,89.977,95.189,11.481,43.47,-80.536,0.008,0,0.426,0.012,80.225,89.966,9.244e4,2.646e4,215.646,0.77,9.797,414.517,335.857,3.871,8657.35,9.56,2334.273,0.465,0.203,0.143,0.12,0.465,0.001,0.005,2.274e-4,0,0,0,0,5.155e-6,2.189,90,-2.269,732.477,9.42e-4,329.924,1.737,1.701e8,20.32,324.293,0.02,0.632,0.061,1544.862
7.27,2248.147,2668.147,565.891,573.879,57.351,58.487,351.565,0.141,351.565,89.977,95.419,11.469,43.47,-80.536,0.006,0,0.449,0.015,80.216,89.966,9.23e4,2.633e4,215.533,0.77,9.797,414.445,335.807,3.87,8627.24,9.541,2337.734,0.465,0.202,0.143,0.12,0.465,9.414e-4,0.004,-3.665e-4,0,0,0,0,5.718e-6,2.222,90,-2.343,731.443,9.409e-4,329.879,1.741,1.703e8,20.32,324.293,0.03,0.633,0.061,1549.42
7.3,2265.15,2685.15,567.613,575.635,57.465,58.613,354.432,0.143,354.432,89.977,95.764,11.545,43.47,-80.536,0.001,0,0.466,0.055,80.202,89.966,9.215e4,2.618e4,215.335,0.769,9.797,415.702,335.687,3.938,8633.81,9.564,2342.896,0.464,0.202,0.143,0.119,0.464,2.194e-4,4.964e-4,2.302e-4,0,0,0,0,6.105e-6,2.272,90,-2.453,729.888,9.393e-4,329.812,1.747,1.706e8,20.32,324.293,0.01,0.634,0.062,1556.235
7.31,2270.829,2690.829,568.188,576.221,57.497,58.657,355.39,0.143,355.39,89.977,95.88,11.609,43.47,-80.536,0.004,0,-0.465,0.018,80.197,89.965,9.21e4,2.613e4,215.269,0.769,9.797,412.667,335.647,3.79,8636,9.571,2344.57,0.463,0.202,0.143,0.119,0.463,7.354e-4,0.002,-4.958e-4,0,0,0,0,-6.076e-6,2.246,90,-2.49,729.368,9.388e-4,329.79,1.748,1.707e8,20.32,324.293,0.015,0.634,0.062,1558.508
7.325,2279.358,2699.358,569.05,577.1,57.499,58.677,356.83,0.144,356.83,89.977,96.054,11.695,43.47,-80.536,0.012,0,-0.442,0.008,80.191,89.965,9.202e4,2.604e4,215.166,0.768,9.797,412.886,335.588,3.804,8634.315,9.578,2347.074,0.463,0.201,0.143,0.119,0.463,0.002,0.008,-4.433e-4,0,0,0,0,-5.481e-6,2.206,90,-2.546,728.588,9.38e-4,329.756,1.751,1.708e8,20.32,324.293,0.015,0.635,0.062,1561.917
7.34,2287.9,2707.9,569.913,577.98,57.503,58.696,358.272,0.145,358.272,89.977,96.23,11.775,43.47,-80.536,0.02,0,-0.399,0.005,80.184,89.965,9.194e4,2.596e4,215.063,0.768,9.796,412.76,335.528,3.801,8632.63,9.585,2349.566,0.462,0.201,0.142,0.119,0.462,0.003,0.013,-2.375e-4,0,0,0,0,-4.447e-6,2.167,90,-2.601,727.807,9.371e-4,329.722,1.754,1.71e8,20.32,324.293,0.022,0.635,0.062,1565.324
7.362,2300.738,2720.738,571.204,579.298,57.305,58.514,360.44,0.147,360.44,89.977,96.496,11.83,43.47,-80.536,0.028,0,-0.3,0.005,80.176,89.964,9.183e4,2.586e4,214.973,0.767,9.796,412.5,335.485,3.79,8612.38,9.573,2353.278,0.462,0.201,0.142,0.118,0.462,0.005,0.018,1.838e-4,0,0,0,0,-2.509e-6,2.119,90,-2.685,726.632,9.359e-4,329.672,1.758,1.712e8,20.32,324.293,0.008,0.636,0.062,1570.417
7.37,2305.024,2725.024,571.634,579.736,57.241,58.452,361.164,0.147,361.164,89.977,96.585,11.84,43.47,-80.536,0.03,0,-0.262,0.005,80.174,89.964,9.18e4,2.583e4,214.943,0.767,9.796,412.414,335.471,3.787,8605.63,9.569,2354.507,0.461,0.201,0.142,0.118,0.461,0.005,0.019,1.077e-5,0,0,0,0,-1.907e-6,2.107,90,-2.713,726.24,9.355e-4,329.655,1.76,1.712e8,20.32,324.293,0.011,0.637,0.062,1572.107
7.381,2311.458,2731.458,572.277,580.393,57.11,58.325,362.252,0.148,362.252,89.977,96.718,11.843,43.47,-80.536,0.033,0,-0.2,0.005,80.172,89.963,9.174e4,2.576e4,214.889,0.767,9.796,412.287,335.446,3.782,8591.417,9.56,2356.347,0.461,0.2,0.142,0.118,0.461,0.005,0.021,-4.544e-4,0,0,0,0,-1.106e-6,2.087,90,-2.754,725.652,9.349e-4,329.63,1.762,1.713e8,20.32,324.293,0.019,0.637,0.062,1574.636
7.4,2322.198,2742.198,573.346,581.483,56.896,58.113,364.067,0.149,364.067,89.977,96.94,11.831,43.47,-80.535,0.035,0,-0.089,0.005,80.169,89.962,9.163e4,2.566e4,214.8,0.766,9.796,412.086,335.405,3.774,8567.73,9.545,2359.383,0.46,0.2,0.142,0.118,0.46,0.006,0.022,-4.986e-4,0,0,0,0,-2.184e-7,2.055,90,-2.824,724.669,9.339e-4,329.587,1.765,1.715e8,20.32,324.293,0.02,0.638,0.062,1578.828
7.42,2333.677,2753.677,574.486,582.647,57.068,58.283,366.008,0.15,366.008,89.976,97.177,11.839,43.47,-80.535,0.033,0,0.031,0.006,80.168,89.962,9.151e4,2.553e4,214.62,0.766,9.796,411.916,335.292,3.771,8578.25,9.569,2362.616,0.46,0.2,0.142,0.118,0.46,0.005,0.02,-3.654e-4,0,0,0,0,2.595e-8,2.045,90,-2.899,723.619,9.328e-4,329.542,1.769,1.717e8,20.32,324.293,0.03,0.638,0.062,1583.291
7.45,2350.937,2770.937,576.195,584.391,56.887,58.084,368.929,0.152,368.929,89.976,97.53,11.731,43.47,-80.535,0.025,-2.951e-7,0.183,0.008,80.172,89.961,9.137e4,2.539e4,214.484,0.765,9.796,411.726,335.222,3.765,8555.615,9.559,2367.416,0.459,0.199,0.142,0.117,0.459,0.004,0.016,-1.901e-5,0,0,0,0,9.107e-7,2.031,90,-3.011,722.04,9.311e-4,329.474,1.775,1.719e8,20.32,324.293,0.01,0.639,0.063,1589.97
7.46,2356.702,2776.702,576.763,584.971,56.828,58.018,369.905,0.153,369.905,89.976,97.647,11.688,43.47,-80.535,0.022,-2.939e-7,0.224,0.009,80.174,89.961,9.132e4,2.535e4,214.438,0.765,9.796,411.691,335.198,3.764,8548.07,9.555,2368.995,0.458,0.199,0.142,0.117,0.458,0.004,0.014,2.144e-4,0,0,0,0,1.366e-6,2.023,90,-3.049,721.513,9.306e-4,329.451,1.777,1.72e8,20.32,324.293,0.015,0.64,0.063,1592.186
7.475,2365.36,2785.36,577.616,585.841,56.815,57.994,371.371,0.154,371.371,89.976,97.822,11.631,43.47,-80.535,0.016,-2.958e-7,0.274,0.011,80.177,89.96,9.122e4,2.525e4,214.319,0.764,9.796,411.69,335.13,3.768,8541.508,9.558,2371.348,0.458,0.199,0.142,0.117,0.458,0.003,0.01,-1.019e-4,0,0,0,0,2.034e-6,2.013,90,-3.105,720.721,9.298e-4,329.417,1.779,1.722e8,20.32,324.293,0.005,0.641,0.063,1595.502
7.48,2368.248,2788.248,577.9,586.13,56.811,57.985,371.86,0.154,371.86,89.976,97.88,11.61,43.47,-80.535,0.015,-2.958e-7,0.287,0.012,80.179,89.96,9.119e4,2.521e4,214.279,0.764,9.796,411.718,335.107,3.77,8539.32,9.559,2372.131,0.458,0.199,0.142,0.117,0.458,0.002,0.009,-3.528e-4,0,0,0,0,2.236e-6,2.009,90,-3.124,720.456,9.295e-4,329.406,1.78,1.722e8,20.32,324.293,0.007,0.642,0.063,1596.606
7.487,2372.584,2792.584,578.326,586.565,56.756,57.923,372.595,0.154,372.595,89.976,97.967,11.569,43.47,-80.535,0.012,-2.959e-7,0.304,0.015,80.181,89.96,9.115e4,2.518e4,214.247,0.764,9.796,411.812,335.091,3.776,8532.615,9.555,2373.306,0.457,0.199,0.142,0.117,0.457,0.002,0.008,4.741e-4,0,0,0,0,2.509e-6,2.004,90,-3.152,720.06,9.291e-4,329.389,1.782,1.723e8,20.32,324.293,0.011,0.642,0.063,1598.26
7.499,2379.094,2799.094,578.964,587.216,56.674,57.83,373.697,0.155,373.697,89.976,98.097,11.506,43.47,-80.535,0.007,-2.964e-7,0.322,0.024,80.185,89.96,9.11e4,2.513e4,214.201,0.763,9.796,412.221,335.068,3.797,8522.558,9.55,2375.058,0.457,0.199,0.142,0.117,0.457,0.001,0.004,-1.667e-4,0,0,0,0,2.8e-6,1.995,90,-3.194,719.464,9.284e-4,329.363,1.784,1.724e8,20.32,324.293,0.017,0.643,0.063,1600.735
7.516,2388.872,2808.872,579.919,588.19,56.55,57.69,375.354,0.156,375.354,89.976,98.291,11.409,43.47,-80.535,5.532e-4,-2.964e-7,-0.174,0.283,80.19,89.96,9.103e4,2.505e4,214.13,0.763,9.796,402.846,335.032,3.337,8507.471,9.541,2377.663,0.456,0.198,0.142,0.116,0.456,9.405e-5,4.642e-4,1.378e-4,0,0,0,0,-8.139e-7,1.985,90,-3.258,718.57,9.275e-4,329.325,1.787,1.725e8,20.32,324.293,0.004,0.644,0.063,1604.432
7.52,2391.41,2811.41,580.166,588.442,56.518,57.654,375.785,0.157,375.785,89.976,98.34,11.384,43.47,-80.535,0.002,-2.964e-7,-0.323,0.07,80.192,89.96,9.101e4,2.503e4,214.112,0.763,9.796,407.037,335.023,3.544,8503.56,9.538,2378.334,0.456,0.198,0.142,0.116,0.456,3.683e-4,8.569e-4,-2.351e-4,0,0,0,0,-2.816e-6,1.982,90,-3.274,718.338,9.273e-4,329.315,1.788,1.725e8,20.32,324.293,0.007,0.645,0.063,1605.387
7.527,2395.218,2815.218,580.538,588.82,56.577,57.707,376.43,0.157,376.43,89.976,98.415,11.365,43.47,-80.535,0.005,-2.964e-7,-0.325,0.031,80.194,89.96,9.096e4,2.499e4,214.047,0.763,9.796,408.981,334.982,3.642,8506.556,9.546,2379.338,0.456,0.198,0.141,0.116,0.456,8.185e-4,0.003,-1.776e-4,0,0,0,0,-2.85e-6,1.978,90,-3.299,717.989,9.269e-4,329.3,1.789,1.726e8,20.32,324.293,0.01,0.646,0.063,1606.82
7.536,2400.936,2820.936,581.095,589.388,56.665,57.788,377.4,0.158,377.4,89.976,98.527,11.338,43.47,-80.535,0.009,-2.964e-7,-0.314,0.017,80.197,89.96,9.09e4,2.492e4,213.95,0.762,9.796,409.609,334.921,3.676,8511.049,9.558,2380.843,0.456,0.198,0.141,0.116,0.456,0.001,0.005,1.926e-4,0,0,0,0,-2.653e-6,1.971,90,-3.336,717.466,9.263e-4,329.277,1.791,1.727e8,20.32,324.293,0.004,0.646,0.063,1608.971
7.54,2403.024,2823.024,581.299,589.596,56.698,57.818,377.754,0.158,377.754,89.976,98.568,11.328,43.47,-80.535,0.01,-2.964e-7,-0.309,0.015,80.198,89.96,9.087e4,2.49e4,213.915,0.762,9.796,409.691,334.899,3.681,8512.69,9.563,2381.392,0.456,0.198,0.141,0.116,0.456,0.002,0.006,-3.733e-4,0,0,0,0,-2.559e-6,1.969,90,-3.35,717.275,9.261e-4,329.269,1.792,1.727e8,20.32,324.293,0.005,0.647,0.063,1609.757
7.545,2406.159,2826.159,581.604,589.907,56.635,57.75,378.285,0.158,378.285,89.976,98.629,11.295,43.47,-80.535,0.012,-2.964e-7,-0.298,0.013,80.2,89.961,9.085e4,2.487e4,213.896,0.762,9.796,409.759,334.891,3.684,8505.734,9.558,2382.214,0.455,0.198,0.141,0.116,0.455,0.002,0.007,-9.458e-5,0,0,0,0,-2.385e-6,1.966,90,-3.37,716.988,9.258e-4,329.257,1.793,1.727e8,20.32,324.293,0.008,0.647,0.063,1610.935
7.553,2410.863,2830.863,582.062,590.374,56.542,57.649,379.083,0.159,379.083,89.976,98.72,11.243,43.47,-80.535,0.016,-2.967e-7,-0.279,0.01,80.202,89.961,9.081e4,2.483e4,213.867,0.762,9.796,409.796,334.878,3.687,8495.301,9.55,2383.444,0.455,0.198,0.141,0.116,0.455,0.003,0.009,3.391e-4,0,0,0,0,-2.083e-6,1.966,90,-3.401,716.558,9.254e-4,329.238,1.794,1.728e8,20.32,324.293,0.012,0.648,0.063,1612.698
7.566,2417.927,2837.927,582.747,591.072,56.402,57.496,380.281,0.16,380.281,89.976,98.855,11.16,43.47,-80.535,0.022,-2.982e-7,-0.24,0.008,80.205,89.961,9.075e4,2.478e4,213.824,0.762,9.796,409.756,334.859,3.686,8479.65,9.538,2385.284,0.455,0.198,0.141,0.116,0.455,0.004,0.013,1.238e-4,0,0,0,0,-1.534e-6,1.975,90,-3.447,715.912,9.247e-4,329.21,1.796,1.729e8,20.32,324.293,0.004,0.648,0.063,1615.331
7.57,2420.489,2840.489,582.994,591.324,56.352,57.44,380.716,0.16,380.716,89.976,98.904,11.131,43.47,-80.535,0.024,-2.981e-7,-0.223,0.007,80.206,89.961,9.073e4,2.476e4,213.808,0.762,9.796,409.724,334.853,3.685,8473.98,9.534,2385.946,0.455,0.198,0.141,0.116,0.455,0.004,0.014,3.248e-4,0,0,0,0,-1.324e-6,1.979,90,-3.463,715.677,9.245e-4,329.2,1.797,1.73e8,20.32,324.293,0.007,0.649,0.063,1616.282
7.577,2424.333,2844.333,583.366,591.703,56.38,57.464,381.368,0.16,381.368,89.976,98.978,11.108,43.47,-80.535,0.026,-2.979e-7,-0.194,0.007,80.208,89.961,9.069e4,2.471e4,213.748,0.761,9.796,409.667,334.816,3.684,8474.217,9.539,2386.936,0.454,0.197,0.141,0.116,0.454,0.004,0.016,-4.938e-4,0,0,0,0,-1.005e-6,1.984,90,-3.488,715.326,9.241e-4,329.185,1.798,1.73e8,20.32,324.293,0.01,0.649,0.063,1617.706
7.586,2430.104,2850.104,583.924,592.271,56.422,57.499,382.347,0.161,382.347,89.976,99.087,11.077,43.47,-80.535,0.03,-2.985e-7,-0.146,0.006,80.209,89.962,9.062e4,2.465e4,213.659,0.761,9.796,409.573,334.761,3.682,8474.573,9.546,2388.419,0.454,0.197,0.141,0.116,0.454,0.005,0.018,2.765e-4,0,0,0,0,-5.642e-7,1.992,90,-3.526,714.798,9.236e-4,329.162,1.8,1.731e8,20.32,324.293,0.004,0.65,0.063,1619.844
7.59,2432.16,2852.16,584.122,592.473,56.437,57.512,382.696,0.161,382.696,89.976,99.126,11.067,43.47,-80.535,0.031,-2.985e-7,-0.127,0.006,80.21,89.962,9.06e4,2.463e4,213.627,0.761,9.796,409.544,334.742,3.681,8474.7,9.549,2388.949,0.454,0.197,0.141,0.116,0.454,0.005,0.019,2.692e-4,0,0,0,0,-4.298e-7,1.995,90,-3.539,714.61,9.234e-4,329.154,1.801,1.731e8,20.32,324.293,0.005,0.65,0.063,1620.605
7.595,2435.245,2855.245,584.42,592.777,56.409,57.48,383.22,0.162,383.22,89.976,99.185,11.046,43.47,-80.535,0.033,-2.985e-7,-0.098,0.005,80.21,89.962,9.057e4,2.46e4,213.6,0.761,9.796,409.497,334.727,3.68,8470.907,9.547,2389.743,0.454,0.197,0.141,0.116,0.454,0.005,0.02,3.287e-4,0,0,0,0,-2.55e-7,1.999,90,-3.559,714.328,9.231e-4,329.142,1.802,1.732e8,20.32,324.293,0.008,0.651,0.064,1621.746
7.603,2439.876,2859.876,584.867,593.232,56.365,57.433,384.006,0.162,384.006,89.976,99.272,11.022,43.47,-80.535,0.035,-2.991e-7,-0.052,0.005,80.211,89.962,9.054e4,2.456e4,213.559,0.761,9.796,409.428,334.704,3.677,8465.218,9.545,2390.922,0.454,0.197,0.141,0.115,0.454,0.006,0.021,-7.985e-5,0,0,0,0,-7.146e-8,2,90,-3.589,713.904,9.226e-4,329.124,1.803,1.732e8,20.32,324.293,0.012,0.651,0.064,1623.454
7.615,2446.83,2866.83,585.536,593.914,56.297,57.363,385.186,0.163,385.186,89.976,99.403,11.006,43.47,-80.535,0.035,-3.02e-7,0.02,0.005,80.211,89.963,9.048e4,2.45e4,213.497,0.76,9.796,409.336,334.67,3.674,8456.684,9.541,2392.667,0.453,0.197,0.141,0.115,0.453,0.006,0.021,3.408e-5,0,0,0,0,1.081e-8,1.987,90,-3.634,713.268,9.219e-4,329.096,1.806,1.733e8,20.32,324.293,0.015,0.652,0.064,1626.01
7.63,2455.57,2875.57,586.375,594.768,56.209,57.274,386.67,0.164,386.67,89.976,99.567,10.998,43.47,-80.535,0.034,-3.022e-7,0.11,0.004,80.21,89.963,9.04e4,2.443e4,213.42,0.76,9.796,409.224,334.628,3.671,8445.97,9.537,2394.839,0.453,0.197,0.141,0.115,0.453,0.006,0.02,1.035e-4,0,0,0,0,3.188e-7,1.972,90,-3.691,712.468,9.211e-4,329.062,1.808,1.734e8,20.32,324.293,0.02,0.652,0.064,1629.209
7.65,2467.309,2887.309,587.501,595.915,56.344,57.418,388.663,0.165,388.664,89.976,99.788,11.053,43.47,-80.535,0.031,-2.925e-7,0.224,0.004,80.207,89.963,9.028e4,2.431e4,213.237,0.759,9.796,409.079,334.511,3.67,8453.52,9.559,2397.731,0.452,0.196,0.141,0.115,0.452,0.005,0.018,-2.951e-4,0,0,0,0,1.319e-6,1.95,90,-3.768,711.394,9.2e-4,329.016,1.812,1.736e8,20.32,324.293,0.03,0.653,0.064,1633.494
7.68,2484.959,2904.959,589.188,597.634,56.115,57.209,391.662,0.167,391.662,89.976,100.12,11.137,43.47,-80.535,0.02,0,0.357,0.007,80.198,89.964,9.014e4,2.417e4,213.097,0.759,9.796,408.996,334.435,3.669,8429.423,9.546,2401.979,0.451,0.196,0.141,0.115,0.451,0.003,0.012,6.086e-5,0,0,0,0,3.324e-6,1.879,90,-3.882,709.78,9.183e-4,328.946,1.818,1.738e8,20.32,324.293,0.01,0.654,0.064,1639.9
7.69,2490.854,2910.854,589.748,598.205,56.037,57.14,392.664,0.168,392.664,89.976,100.232,11.172,43.47,-80.535,0.015,0,0.387,0.01,80.194,89.964,9.01e4,2.412e4,213.05,0.758,9.796,409.029,334.41,3.672,8421.39,9.542,2403.376,0.451,0.196,0.141,0.114,0.451,0.002,0.009,-3.84e-4,0,0,0,0,3.9e-6,1.856,90,-3.921,709.24,9.177e-4,328.923,1.82,1.739e8,20.32,324.293,0.015,0.654,0.064,1642.024
7.705,2499.706,2919.706,590.588,599.061,55.91,57.023,394.169,0.169,394.169,89.975,100.4,11.21,43.47,-80.535,0.01,0,0.417,0.015,80.188,89.964,9.003e4,2.405e4,212.984,0.758,9.796,409.161,334.375,3.68,8408.32,9.534,2405.483,0.45,0.196,0.141,0.114,0.45,0.002,0.005,2.034e-4,0,0,0,0,4.512e-6,1.84,90,-3.978,708.431,9.169e-4,328.888,1.822,1.74e8,20.32,324.293,0.015,0.655,0.064,1645.197
7.72,2508.571,2928.571,591.426,599.915,55.788,56.904,395.676,0.17,395.676,89.975,100.568,11.216,43.47,-80.535,0.008,0,0.438,0.017,80.182,89.964,8.996e4,2.399e4,212.918,0.758,9.796,409.147,334.34,3.681,8395.25,9.526,2407.604,0.45,0.195,0.141,0.114,0.45,0.001,0.005,-4.274e-4,0,0,0,0,4.974e-6,1.863,90,-4.036,707.62,9.16e-4,328.853,1.825,1.741e8,20.32,324.293,0.02,0.656,0.064,1648.355
7.74,2520.411,2940.411,592.543,601.054,55.912,57.038,397.689,0.171,397.689,89.975,100.793,11.278,43.47,-80.535,0.004,0,0.46,0.026,80.173,89.963,8.983e4,2.385e4,212.719,0.757,9.796,409.325,334.213,3.696,8401.04,9.547,2410.411,0.449,0.195,0.14,0.114,0.449,7.074e-4,0.002,2.984e-4,0,0,0,0,5.46e-6,1.894,90,-4.113,706.537,9.149e-4,328.807,1.829,1.743e8,20.32,324.293,0.03,0.657,0.064,1652.56
7.77,2538.212,2958.212,594.217,602.761,55.676,56.813,400.718,0.173,400.718,89.975,101.132,11.311,43.47,-80.535,0.002,0,-0.467,0.054,80.159,89.963,8.968e4,2.371e4,212.567,0.756,9.796,406.034,334.13,3.539,8375.075,9.533,2414.56,0.448,0.195,0.14,0.113,0.448,2.463e-4,0.001,3.398e-4,0,0,0,0,-5.589e-6,1.932,90,-4.228,704.908,9.132e-4,328.737,1.835,1.745e8,20.32,324.293,0.01,0.658,0.065,1658.842
7.78,2544.157,2964.157,594.773,603.329,55.597,56.739,401.73,0.174,401.73,89.975,101.245,11.324,43.47,-80.535,0.004,0,-0.465,0.019,80.154,89.962,8.963e4,2.366e4,212.517,0.756,9.796,407.212,334.102,3.598,8366.42,9.529,2415.921,0.448,0.194,0.14,0.113,0.448,5.774e-4,0.002,-2.315e-4,0,0,0,0,-5.532e-6,1.943,90,-4.267,704.364,9.126e-4,328.713,1.836,1.746e8,20.32,324.293,0.015,0.658,0.065,1660.924
7.795,2553.085,2973.085,595.608,604.18,55.686,56.836,403.25,0.175,403.25,89.975,101.415,11.376,43.47,-80.535,0.007,0,-0.451,0.008,80.147,89.962,8.954e4,2.357e4,212.378,0.755,9.796,407.493,334.013,3.616,8371.01,9.544,2417.952,0.448,0.194,0.14,0.113,0.448,0.001,0.004,4.369e-4,0,0,0,0,-5.196e-6,1.96,90,-4.325,703.548,9.117e-4,328.678,1.839,1.747e8,20.32,324.293,0.005,0.659,0.065,1664.042
7.8,2556.064,2976.064,595.886,604.464,55.716,56.869,403.757,0.175,403.757,89.975,101.472,11.393,43.47,-80.535,0.007,0,-0.445,0.006,80.145,89.961,8.951e4,2.354e4,212.332,0.755,9.796,407.506,333.983,3.618,8372.54,9.549,2418.629,0.447,0.194,0.14,0.113,0.447,0.001,0.004,-3.954e-4,0,0,0,0,-5.055e-6,1.965,90,-4.344,703.275,9.114e-4,328.666,1.84,1.747e8,20.32,324.293,0.008,0.659,0.065,1665.083
7.808,2560.535,2980.535,596.304,604.89,55.666,56.822,404.519,0.176,404.519,89.975,101.558,11.401,43.47,-80.535,0.009,0,-0.434,0.003,80.142,89.961,8.948e4,2.35e4,212.294,0.755,9.796,407.497,333.962,3.619,8367.003,9.546,2419.646,0.447,0.194,0.14,0.113,0.447,0.001,0.005,-2.062e-4,0,0,0,0,-4.81e-6,1.973,90,-4.373,702.866,9.11e-4,328.649,1.842,1.748e8,20.32,324.293,0.011,0.66,0.065,1666.641
