# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²),MaxQ (kg / ( m* s^2 ))
49.322,2.086e4,2.128e4,157.205,183.391,-10.032,10.033,-3042.728,4497.876,5430.385,325.922,94.439,0.175,48.006,-81.914,0.054,3.795e-6,1.208,0.546,60.468,323.129,6.215e4,517.095,178.083,0.595,9.744,421.868,327.962,4.621,0,0,21.215,0.537,0.368,0.022,0.148,0.537,0.013,0.062,3.197e-4,0,0,0,0,4.483e-4,6.126,175.791,-55.221,46.616,7.452e-5,297.835,0.607,5.127e6,20.32,324.293,0.05,0.919,0.011,1253.088
49.372,2.087e4,2.129e4,156.704,182.957,-10.03,10.031,-3045.43,4501.748,5435.106,325.922,94.43,0.175,48.006,-81.914,0.052,3.795e-6,1.226,0.523,60.402,323.118,6.215e4,517.095,178.083,0.595,9.744,421.443,327.962,4.6,0,0,21.081,0.537,0.368,0.022,0.147,0.537,0.013,0.06,-2.802e-4,0,0,0,0,4.64e-4,6.165,175.691,-55.213,46.558,7.442e-5,297.84,0.605,5.108e6,20.32,324.293,0.05,0.919,0.01,1245.575
49.422,2.087e4,2.129e4,156.202,182.523,-10.028,10.029,-3048.133,4505.62,5439.827,325.921,94.421,0.174,48.006,-81.914,0.051,3.795e-6,1.245,0.494,60.336,323.107,6.215e4,517.095,178.083,0.595,9.744,420.956,327.962,4.576,0,0,20.948,0.537,0.368,0.022,0.147,0.537,0.013,0.057,-1.501e-5,0,0,0,0,4.812e-4,6.204,175.593,-55.205,46.501,7.433e-5,297.845,0.604,5.088e6,20.32,324.293,0.05,0.919,0.01,1238.102
49.472,2.088e4,2.13e4,155.701,182.089,-10.026,10.027,-3050.834,4509.491,5444.547,325.92,94.413,0.173,48.006,-81.914,0.05,3.795e-6,1.265,0.459,60.269,323.095,6.215e4,517.095,178.083,0.595,9.744,420.419,327.962,4.55,0,0,20.815,0.537,0.369,0.022,0.147,0.537,0.012,0.056,4.102e-5,0,0,0,0,4.996e-4,6.243,175.496,-55.197,46.444,7.423e-5,297.849,0.602,5.069e6,20.32,324.293,0.05,0.92,0.01,1230.669
49.522,2.089e4,2.131e4,155.2,181.657,-10.024,10.025,-3053.536,4513.361,5449.267,325.919,94.404,0.172,48.006,-81.914,0.048,3.795e-6,1.286,0.419,60.202,323.083,6.215e4,517.095,178.083,0.595,9.744,419.85,327.962,4.522,0,0,20.683,0.537,0.369,0.022,0.147,0.537,0.012,0.054,-4.515e-4,0,0,0,0,5.189e-4,6.282,175.401,-55.19,46.387,7.414e-5,297.854,0.601,5.049e6,20.32,324.293,0.05,0.92,0.01,1223.277
49.572,2.09e4,2.132e4,154.699,181.224,-10.022,10.023,-3056.238,4517.232,5453.987,325.919,94.395,0.171,48.006,-81.914,0.047,3.795e-6,1.308,0.371,60.134,323.071,6.215e4,517.095,178.083,0.595,9.744,419.276,327.962,4.494,0,0,20.552,0.537,0.369,0.021,0.146,0.537,0.012,0.052,8.906e-5,0,0,0,0,5.389e-4,6.32,175.308,-55.182,46.33,7.405e-5,297.859,0.599,5.03e6,20.32,324.293,0.05,0.92,0.01,1215.924
49.622,2.091e4,2.133e4,154.198,180.792,-10.02,10.021,-3058.939,4521.102,5458.706,325.918,94.387,0.171,48.006,-81.915,0.046,3.795e-6,1.328,0.316,60.066,323.058,6.215e4,517.095,178.083,0.595,9.744,418.729,327.962,4.467,0,0,20.422,0.537,0.37,0.021,0.146,0.537,0.012,0.051,-2.595e-4,0,0,0,0,5.589e-4,6.359,175.215,-55.174,46.273,7.395e-5,297.863,0.598,5.01e6,20.32,324.293,0.05,0.92,0.01,1208.612
49.672,2.091e4,2.133e4,153.697,180.361,-10.018,10.019,-3061.64,4524.972,5463.425,325.917,94.378,0.17,48.006,-81.915,0.045,3.795e-6,1.348,0.255,59.998,323.046,6.215e4,517.095,178.083,0.595,9.744,418.247,327.962,4.443,0,0,20.292,0.537,0.37,0.021,0.146,0.537,0.011,0.05,2.328e-4,0,0,0,0,5.783e-4,6.398,175.124,-55.166,46.217,7.386e-5,297.868,0.596,4.991e6,20.32,324.293,0.05,0.921,0.01,1201.338
49.722,2.092e4,2.134e4,153.196,179.93,-10.016,10.017,-3064.341,4528.841,5468.143,325.917,94.37,0.169,48.006,-81.915,0.044,3.795e-6,1.365,0.188,59.93,323.033,6.215e4,517.095,178.083,0.595,9.744,417.873,327.962,4.425,0,0,20.163,0.537,0.37,0.021,0.146,0.537,0.011,0.048,1.258e-4,0,0,0,0,5.961e-4,6.436,175.035,-55.159,46.16,7.377e-5,297.873,0.595,4.972e6,20.32,324.293,0.05,0.921,0.01,1194.104
49.772,2.093e4,2.135e4,152.695,179.499,-10.014,10.015,-3067.041,4532.71,5472.861,325.916,94.361,0.168,48.006,-81.915,0.043,3.795e-6,1.379,0.115,59.861,323.02,6.215e4,517.095,178.083,0.595,9.744,417.649,327.962,4.414,0,0,20.035,0.538,0.371,0.021,0.146,0.538,0.011,0.048,-2.993e-4,0,0,0,0,6.115e-4,6.474,174.947,-55.151,46.104,7.368e-5,297.877,0.593,4.953e6,20.32,324.293,0.05,0.921,0.01,1186.91
49.822,2.094e4,2.136e4,152.194,179.069,-10.012,10.013,-3069.741,4536.579,5477.578,325.915,94.353,0.168,48.006,-81.915,0.043,3.795e-6,1.389,0.037,59.792,323.008,6.215e4,517.095,178.083,0.595,9.743,417.61,327.962,4.412,0,0,19.908,0.538,0.371,0.021,0.145,0.538,0.011,0.047,-4.94e-4,0,0,0,0,6.236e-4,6.513,174.86,-55.144,46.048,7.358e-5,297.882,0.591,4.934e6,20.32,324.293,0.05,0.922,0.01,1179.754
49.872,2.094e4,2.136e4,151.694,178.639,-10.01,10.011,-3072.442,4540.447,5482.295,325.914,94.345,0.167,48.006,-81.915,0.043,3.795e-6,1.394,-0.043,59.723,322.995,6.215e4,517.095,178.083,0.595,9.743,417.779,327.962,4.42,0,0,19.782,0.538,0.371,0.021,0.145,0.538,0.011,0.047,-2.495e-4,0,0,0,0,6.318e-4,6.551,174.775,-55.136,45.992,7.349e-5,297.887,0.59,4.915e6,20.32,324.293,0.05,0.922,0.01,1172.637
49.922,2.095e4,2.137e4,151.194,178.21,-10.008,10.009,-3075.141,4544.315,5487.011,325.914,94.336,0.166,48.006,-81.915,0.043,3.795e-6,1.395,-0.125,59.653,322.982,6.215e4,517.095,178.083,0.595,9.743,418.165,327.962,4.439,0,0,19.656,0.538,0.372,0.021,0.145,0.538,0.011,0.047,-1.751e-5,0,0,0,0,6.357e-4,6.589,174.69,-55.128,45.937,7.34e-5,297.891,0.588,4.896e6,20.32,324.293,0.05,0.922,0.01,1165.559
49.972,2.096e4,2.138e4,150.693,177.781,-10.006,10.007,-3077.841,4548.183,5491.728,325.913,94.328,0.166,48.006,-81.915,0.043,3.795e-6,1.391,-0.205,59.583,322.969,6.215e4,517.095,178.083,0.595,9.743,418.752,327.962,4.468,0,0,19.531,0.538,0.372,0.021,0.145,0.538,0.011,0.048,-2.503e-4,0,0,0,0,6.355e-4,6.627,174.607,-55.121,45.882,7.331e-5,297.896,0.587,4.877e6,20.32,324.293,0.05,0.922,0.01,1158.519
50.022,2.097e4,2.139e4,150.193,177.353,-10.004,10.005,-3080.54,4552.05,5496.443,325.912,94.32,0.165,48.006,-81.915,0.043,3.795e-6,1.383,-0.282,59.513,322.957,6.215e4,517.095,178.083,0.595,9.743,419.511,327.962,4.505,0,0,19.407,0.538,0.372,0.021,0.145,0.538,0.011,0.049,1.785e-4,0,0,0,0,6.316e-4,6.664,174.525,-55.113,45.826,7.322e-5,297.9,0.585,4.858e6,20.32,324.293,0.05,0.923,0.01,1151.518
50.072,2.097e4,2.139e4,149.693,176.925,-10.002,10.003,-3083.239,4555.917,5501.159,325.912,94.312,0.164,48.006,-81.915,0.044,3.795e-6,1.372,-0.355,59.443,322.944,6.215e4,517.095,178.083,0.595,9.743,420.397,327.962,4.549,0,0,19.283,0.538,0.373,0.021,0.144,0.538,0.011,0.05,-3.345e-4,0,0,0,0,6.248e-4,6.702,174.445,-55.106,45.771,7.313e-5,297.905,0.584,4.839e6,20.32,324.293,0.05,0.923,0.01,1144.555
50.122,2.098e4,2.14e4,149.193,176.498,-10,10.002,-3085.938,4559.784,5505.873,325.911,94.303,0.164,48.006,-81.915,0.045,3.795e-6,1.359,-0.422,59.372,322.932,6.215e4,517.095,178.083,0.595,9.743,421.357,327.962,4.596,0,0,19.16,0.538,0.373,0.021,0.144,0.538,0.011,0.051,1.224e-4,0,0,0,0,6.161e-4,6.739,174.365,-55.098,45.716,7.304e-5,297.909,0.582,4.821e6,20.32,324.293,0.05,0.923,0.01,1137.63
50.172,2.099e4,2.141e4,148.693,176.071,-9.998,10,-3088.637,4563.65,5510.588,325.91,94.295,0.163,48.006,-81.915,0.046,3.795e-6,1.345,-0.482,59.301,322.919,6.215e4,517.095,178.083,0.595,9.743,422.34,327.962,4.645,0,0,19.038,0.538,0.373,0.021,0.144,0.538,0.011,0.053,4.654e-4,0,0,0,0,6.065e-4,6.777,174.287,-55.091,45.662,7.295e-5,297.914,0.581,4.802e6,20.32,324.293,0.05,0.924,0.01,1130.743
50.222,2.1e4,2.142e4,148.193,175.645,-9.996,9.998,-3091.335,4567.516,5515.302,325.91,94.287,0.163,48.006,-81.915,0.048,3.795e-6,1.331,-0.535,59.23,322.907,6.215e4,517.095,178.083,0.595,9.743,423.299,327.962,4.692,0,0,18.917,0.538,0.374,0.02,0.144,0.538,0.012,0.054,2.906e-4,0,0,0,0,5.97e-4,6.814,174.21,-55.083,45.607,7.286e-5,297.918,0.579,4.783e6,20.32,324.293,0.05,0.924,0.01,1123.894
50.272,2.1e4,2.142e4,147.693,175.219,-9.994,9.996,-3094.034,4571.382,5520.016,325.909,94.279,0.162,48.006,-81.915,0.049,3.795e-6,1.317,-0.581,59.158,322.896,6.215e4,517.095,178.083,0.595,9.743,424.198,327.962,4.736,0,0,18.796,0.538,0.374,0.02,0.144,0.538,0.012,0.057,-7.247e-5,0,0,0,0,5.883e-4,6.851,174.134,-55.076,45.553,7.277e-5,297.923,0.578,4.765e6,20.32,324.293,0.05,0.924,0.01,1117.082
50.322,2.101e4,2.143e4,147.193,174.794,-9.992,9.994,-3096.732,4575.247,5524.729,325.908,94.271,0.161,48.007,-81.915,0.051,3.795e-6,1.306,-0.621,59.086,322.884,6.215e4,517.095,178.083,0.595,9.743,425.007,327.962,4.776,0,0,18.676,0.538,0.374,0.02,0.143,0.538,0.012,0.058,3.106e-4,0,0,0,0,5.812e-4,6.889,174.059,-55.069,45.499,7.268e-5,297.927,0.576,4.746e6,20.32,324.293,0.05,0.925,0.01,1110.308
50.372,2.102e4,2.144e4,146.694,174.369,-9.991,9.992,-3099.429,4579.112,5529.442,325.907,94.263,0.161,48.007,-81.915,0.052,3.795e-6,1.297,-0.653,59.014,322.873,6.215e4,517.095,178.083,0.595,9.743,425.71,327.962,4.81,0,0,18.557,0.538,0.374,0.02,0.143,0.538,0.013,0.061,3.618e-4,0,0,0,0,5.76e-4,6.926,173.985,-55.061,45.445,7.259e-5,297.932,0.575,4.728e6,20.32,324.293,0.05,0.926,0.01,1103.57
50.422,2.103e4,2.145e4,146.194,173.945,-9.989,9.99,-3102.127,4582.976,5534.154,325.907,94.255,0.16,48.007,-81.915,0.054,3.795e-6,1.29,-0.68,58.941,322.862,6.215e4,517.095,178.083,0.595,9.743,426.295,327.962,4.839,0,0,18.439,0.538,0.375,0.02,0.143,0.538,0.013,0.063,-1.755e-4,0,0,0,0,5.73e-4,6.962,173.912,-55.054,45.391,7.25e-5,297.936,0.573,4.71e6,20.32,324.293,0.05,0.926,0.01,1096.87
50.472,2.103e4,2.145e4,145.695,173.521,-9.987,9.988,-3104.824,4586.841,5538.866,325.906,94.247,0.16,48.007,-81.915,0.056,3.795e-6,1.286,-0.701,58.868,322.851,6.215e4,517.095,178.083,0.595,9.743,426.758,327.962,4.862,0,0,18.321,0.538,0.375,0.02,0.143,0.538,0.014,0.066,-2.595e-4,0,0,0,0,5.726e-4,6.999,173.84,-55.047,45.338,7.242e-5,297.941,0.572,4.692e6,20.32,324.293,0.05,0.927,0.01,1090.207
50.522,2.104e4,2.146e4,145.196,173.098,-9.985,9.986,-3107.521,4590.704,5543.578,325.905,94.239,0.159,48.007,-81.915,0.058,3.795e-6,1.285,-0.716,58.795,322.841,6.215e4,517.095,178.083,0.595,9.743,427.099,327.962,4.879,0,0,18.204,0.538,0.375,0.02,0.143,0.538,0.014,0.068,1.205e-5,0,0,0,0,5.747e-4,7.036,173.769,-55.039,45.284,7.233e-5,297.945,0.57,4.673e6,20.32,324.293,0.05,0.927,0.01,1083.581
50.572,2.105e4,2.147e4,144.697,172.675,-9.983,9.984,-3110.218,4594.568,5548.289,325.905,94.231,0.159,48.007,-81.915,0.059,3.795e-6,1.287,-0.726,58.722,322.831,6.215e4,517.095,178.083,0.595,9.743,427.322,327.962,4.89,0,0,18.087,0.538,0.376,0.02,0.142,0.538,0.014,0.07,-2.608e-4,0,0,0,0,5.793e-4,7.072,173.699,-55.032,45.231,7.224e-5,297.949,0.569,4.655e6,20.32,324.293,0.05,0.927,0.01,1076.991
50.622,2.106e4,2.148e4,144.197,172.252,-9.981,9.982,-3112.915,4598.431,5553,325.904,94.223,0.158,48.007,-81.915,0.061,3.795e-6,1.291,-0.732,58.648,322.821,6.215e4,517.095,178.083,0.595,9.743,427.432,327.962,4.895,0,0,17.971,0.538,0.376,0.02,0.142,0.538,0.015,0.072,2.749e-4,0,0,0,0,5.865e-4,7.109,173.63,-55.025,45.178,7.215e-5,297.954,0.567,4.637e6,20.32,324.293,0.05,0.928,0.01,1070.438
50.672,2.106e4,2.148e4,143.698,171.83,-9.979,9.98,-3115.611,4602.294,5557.71,325.903,94.215,0.158,48.007,-81.915,0.063,3.795e-6,1.298,-0.734,58.574,322.812,6.215e4,517.095,178.083,0.595,9.743,427.437,327.962,4.895,0,0,17.856,0.538,0.376,0.02,0.142,0.538,0.015,0.074,1.885e-4,0,0,0,0,5.962e-4,7.145,173.562,-55.018,45.125,7.207e-5,297.958,0.566,4.619e6,20.32,324.293,0.05,0.928,0.01,1063.921
50.722,2.107e4,2.149e4,143.199,171.409,-9.977,9.979,-3118.308,4606.157,5562.421,325.903,94.207,0.157,48.007,-81.915,0.065,3.795e-6,1.308,-0.731,58.499,322.803,6.215e4,517.095,178.083,0.595,9.743,427.344,327.962,4.891,0,0,17.742,0.538,0.377,0.02,0.142,0.538,0.016,0.077,-4.201e-4,0,0,0,0,6.082e-4,7.181,173.495,-55.011,45.073,7.198e-5,297.962,0.564,4.601e6,20.32,324.293,0.05,0.928,0.01,1057.44
50.772,2.108e4,2.15e4,142.701,170.988,-9.975,9.977,-3121.004,4610.019,5567.13,325.902,94.199,0.157,48.007,-81.915,0.067,3.795e-6,1.32,-0.725,58.424,322.795,6.215e4,517.095,178.083,0.595,9.743,427.162,327.962,4.882,0,0,17.628,0.538,0.377,0.02,0.142,0.538,0.016,0.079,4.347e-4,0,0,0,0,6.225e-4,7.217,173.429,-55.003,45.02,7.189e-5,297.967,0.563,4.584e6,20.32,324.293,0.05,0.929,0.01,1050.995
50.822,2.108e4,2.15e4,142.202,170.568,-9.974,9.975,-3123.699,4613.881,5571.84,325.901,94.192,0.156,48.007,-81.915,0.068,3.795e-6,1.334,-0.715,58.349,322.787,6.215e4,517.095,178.083,0.595,9.743,426.9,327.962,4.869,0,0,17.516,0.538,0.377,0.02,0.141,0.538,0.017,0.081,-3.693e-5,0,0,0,0,6.389e-4,7.253,173.364,-54.996,44.97,7.181e-5,297.971,0.561,4.566e6,20.32,324.293,0.05,0.929,0.01,1044.635
50.872,2.109e4,2.151e4,141.703,170.148,-9.972,9.973,-3126.395,4617.743,5576.548,325.9,94.184,0.156,48.007,-81.915,0.07,3.795e-6,1.349,-0.702,58.273,322.779,6.215e4,517.095,178.083,0.595,9.743,426.566,327.962,4.853,0,0,17.405,0.538,0.378,0.019,0.141,0.538,0.017,0.082,1.119e-4,0,0,0,0,6.573e-4,7.289,173.299,-54.989,44.922,7.173e-5,297.975,0.559,4.549e6,20.32,324.293,0.05,0.929,0.01,1038.354
50.922,2.11e4,2.152e4,141.205,169.729,-9.97,9.971,-3129.09,4621.604,5581.257,325.9,94.176,0.155,48.007,-81.915,0.072,3.795e-6,1.366,-0.686,58.197,322.772,6.215e4,517.095,178.083,0.595,9.743,426.17,327.962,4.833,0,0,17.294,0.538,0.378,0.019,0.141,0.538,0.017,0.084,-3.06e-4,0,0,0,0,6.776e-4,7.325,173.235,-54.982,44.874,7.165e-5,297.98,0.558,4.531e6,20.32,324.293,0.05,0.929,0.01,1032.108
50.972,2.11e4,2.152e4,140.706,169.31,-9.968,9.969,-3131.786,4625.465,5585.965,325.899,94.168,0.155,48.007,-81.916,0.073,3.795e-6,1.384,-0.667,58.12,322.765,6.215e4,517.095,178.083,0.595,9.743,425.72,327.962,4.811,0,0,17.185,0.538,0.378,0.019,0.141,0.538,0.018,0.086,-1.766e-4,0,0,0,0,6.995e-4,7.36,173.173,-54.975,44.826,7.158e-5,297.984,0.556,4.514e6,20.32,324.293,0.05,0.93,0.01,1025.896
51.022,2.111e4,2.153e4,140.208,168.892,-9.966,9.967,-3134.481,4629.325,5590.673,325.898,94.16,0.155,48.007,-81.916,0.075,3.795e-6,1.403,-0.645,58.043,322.758,6.215e4,517.095,178.083,0.595,9.743,425.225,327.962,4.787,0,0,17.076,0.539,0.379,0.019,0.141,0.539,0.018,0.087,-4.002e-4,0,0,0,0,7.23e-4,7.396,173.111,-54.968,44.779,7.15e-5,297.988,0.555,4.497e6,20.32,324.293,0.05,0.93,0.009,1019.718
51.072,2.112e4,2.154e4,139.71,168.474,-9.964,9.966,-3137.175,4633.186,5595.38,325.898,94.153,0.154,48.007,-81.916,0.077,3.795e-6,1.423,-0.62,57.966,322.752,6.215e4,517.095,178.083,0.595,9.743,424.694,327.962,4.76,0,0,16.967,0.539,0.379,0.019,0.14,0.539,0.019,0.088,2.333e-4,0,0,0,0,7.477e-4,7.431,173.05,-54.961,44.732,7.142e-5,297.992,0.553,4.48e6,20.32,324.293,0.05,0.93,0.009,1013.574
51.122,2.113e4,2.155e4,139.212,168.057,-9.963,9.964,-3139.87,4637.046,5600.087,325.897,94.145,0.154,48.007,-81.916,0.078,3.795e-6,1.444,-0.594,57.888,322.746,6.215e4,517.095,178.083,0.595,9.743,424.136,327.962,4.733,0,0,16.859,0.539,0.379,0.019,0.14,0.539,0.019,0.09,4.965e-5,0,0,0,0,7.736e-4,7.466,172.989,-54.954,44.684,7.134e-5,297.997,0.552,4.463e6,20.32,324.293,0.05,0.931,0.009,1007.464
51.172,2.113e4,2.155e4,138.713,167.64,-9.961,9.962,-3142.564,4640.905,5604.794,325.896,94.137,0.153,48.007,-81.916,0.08,3.795e-6,1.465,-0.565,57.81,322.74,6.215e4,517.095,178.083,0.595,9.743,423.56,327.962,4.705,0,0,16.752,0.539,0.38,0.019,0.14,0.539,0.02,0.092,6.912e-5,0,0,0,0,8.004e-4,7.501,172.93,-54.947,44.637,7.126e-5,298.001,0.55,4.446e6,20.32,324.293,0.05,0.931,0.009,1001.387
51.222,2.114e4,2.156e4,138.215,167.224,-9.959,9.96,-3145.258,4644.765,5609.5,325.896,94.13,0.153,48.007,-81.916,0.082,3.795e-6,1.486,-0.534,57.731,322.735,6.215e4,517.095,178.083,0.595,9.743,422.974,327.962,4.676,0,0,16.646,0.539,0.38,0.019,0.14,0.539,0.02,0.093,9.926e-5,0,0,0,0,8.278e-4,7.536,172.871,-54.94,44.59,7.119e-5,298.005,0.549,4.429e6,20.32,324.293,0.05,0.931,0.009,995.344
51.272,2.115e4,2.157e4,137.718,166.809,-9.957,9.958,-3147.952,4648.624,5614.206,325.895,94.122,0.153,48.007,-81.916,0.083,3.795e-6,1.506,-0.501,57.652,322.73,6.215e4,517.095,178.083,0.595,9.743,422.385,327.962,4.647,0,0,16.54,0.539,0.38,0.019,0.14,0.539,0.02,0.095,-4.667e-4,0,0,0,0,8.558e-4,7.571,172.813,-54.933,44.544,7.111e-5,298.009,0.547,4.412e6,20.32,324.293,0.05,0.931,0.009,989.334
51.322,2.115e4,2.157e4,137.22,166.393,-9.955,9.957,-3150.646,4652.482,5618.911,325.894,94.114,0.152,48.007,-81.916,0.085,3.795e-6,1.527,-0.466,57.573,322.725,6.215e4,517.095,178.083,0.595,9.743,421.803,327.962,4.618,0,0,16.434,0.539,0.38,0.019,0.14,0.539,0.021,0.096,2.957e-4,0,0,0,0,8.84e-4,7.606,172.756,-54.926,44.497,7.103e-5,298.013,0.546,4.395e6,20.32,324.293,0.05,0.932,0.009,983.357
51.372,2.116e4,2.158e4,136.722,165.979,-9.954,9.955,-3153.339,4656.341,5623.616,325.894,94.107,0.152,48.007,-81.916,0.087,3.795e-6,1.547,-0.43,57.493,322.721,6.215e4,517.095,178.083,0.595,9.743,421.233,327.962,4.59,0,0,16.33,0.539,0.381,0.019,0.139,0.539,0.021,0.097,-3.741e-4,0,0,0,0,9.123e-4,7.641,172.699,-54.92,44.451,7.096e-5,298.018,0.545,4.379e6,20.32,324.293,0.05,0.932,0.009,977.414
51.422,2.117e4,2.159e4,136.224,165.565,-9.952,9.953,-3156.033,4660.199,5628.321,325.893,94.099,0.151,48.007,-81.916,0.088,3.795e-6,1.566,-0.393,57.412,322.716,6.215e4,517.095,178.083,0.595,9.743,420.683,327.962,4.563,0,0,16.225,0.539,0.381,0.019,0.139,0.539,0.022,0.099,-3.578e-4,0,0,0,0,9.405e-4,7.675,172.643,-54.913,44.405,7.088e-5,298.022,0.543,4.362e6,20.32,324.293,0.05,0.932,0.009,971.503
51.472,2.117e4,2.159e4,135.727,165.151,-9.95,9.951,-3158.726,4664.057,5633.025,325.892,94.092,0.151,48.007,-81.916,0.09,3.795e-6,1.585,-0.355,57.331,322.712,6.215e4,517.095,178.083,0.595,9.743,420.157,327.962,4.537,0,0,16.122,0.539,0.381,0.019,0.139,0.539,0.022,0.1,-1.233e-4,0,0,0,0,9.684e-4,7.71,172.588,-54.906,44.359,7.081e-5,298.026,0.542,4.345e6,20.32,324.293,0.05,0.933,0.009,965.625
51.522,2.118e4,2.16e4,135.229,164.739,-9.948,9.95,-3161.419,4667.914,5637.729,325.892,94.084,0.15,48.007,-81.916,0.092,3.795e-6,1.603,-0.317,57.25,322.708,6.215e4,517.095,178.083,0.595,9.743,419.66,327.962,4.513,0,0,16.019,0.539,0.382,0.019,0.139,0.539,0.023,0.101,2.231e-4,0,0,0,0,9.959e-4,7.744,172.533,-54.899,44.313,7.073e-5,298.03,0.54,4.329e6,20.32,324.293,0.05,0.933,0.009,959.78
51.572,2.119e4,2.161e4,134.732,164.326,-9.947,9.948,-3164.111,4671.771,5642.433,325.891,94.077,0.15,48.007,-81.916,0.094,3.795e-6,1.62,-0.278,57.168,322.705,6.215e4,517.095,178.083,0.595,9.743,419.197,327.962,4.49,0,0,15.917,0.539,0.382,0.019,0.139,0.539,0.023,0.103,-1.169e-5,0,0,0,0,0.001,7.778,172.48,-54.892,44.267,7.066e-5,298.034,0.539,4.312e6,20.32,324.293,0.05,0.933,0.009,953.967
51.622,2.119e4,2.161e4,134.235,163.914,-9.945,9.946,-3166.804,4675.628,5647.136,325.89,94.069,0.15,48.007,-81.916,0.095,3.795e-6,1.636,-0.239,57.085,322.701,6.215e4,517.095,178.083,0.595,9.743,418.769,327.962,4.469,0,0,15.815,0.539,0.382,0.018,0.138,0.539,0.024,0.104,-1.051e-5,0,0,0,0,0.001,7.812,172.426,-54.886,44.222,7.058e-5,298.038,0.537,4.296e6,20.32,324.293,0.05,0.933,0.009,948.186
51.672,2.12e4,2.162e4,133.737,163.503,-9.943,9.944,-3169.496,4679.485,5651.839,325.89,94.062,0.149,48.007,-81.916,0.097,3.795e-6,1.652,-0.2,57.003,322.698,6.215e4,517.095,178.083,0.595,9.743,418.379,327.962,4.45,0,0,15.714,0.539,0.383,0.018,0.138,0.539,0.024,0.107,-1.116e-4,0,0,0,0,0.001,7.846,172.374,-54.879,44.176,7.051e-5,298.042,0.536,4.279e6,20.32,324.293,0.05,0.934,0.009,942.438
51.722,2.121e4,2.163e4,133.24,163.093,-9.942,9.943,-3172.188,4683.341,5656.541,325.889,94.054,0.149,48.007,-81.916,0.099,3.795e-6,1.666,-0.161,56.919,322.694,6.215e4,517.095,178.083,0.595,9.743,418.028,327.962,4.432,0,0,15.614,0.539,0.383,0.018,0.138,0.539,0.025,0.108,2.038e-4,0,0,0,0,0.001,7.88,172.322,-54.872,44.131,7.043e-5,298.046,0.534,4.263e6,20.32,324.293,0.05,0.934,0.009,936.722
51.772,2.121e4,2.163e4,132.743,162.682,-9.94,9.941,-3174.88,4687.197,5661.243,325.888,94.047,0.148,48.008,-81.916,0.101,3.795e-6,1.68,-0.123,56.835,322.691,6.215e4,517.095,178.083,0.595,9.743,417.716,327.962,4.417,0,0,15.514,0.54,0.383,0.018,0.138,0.54,0.025,0.11,-3.069e-4,0,0,0,0,0.001,7.914,172.271,-54.866,44.086,7.036e-5,298.05,0.533,4.247e6,20.32,324.293,0.05,0.934,0.009,931.038
51.822,2.122e4,2.164e4,132.246,162.273,-9.938,9.939,-3177.571,4691.052,5665.945,325.888,94.039,0.148,48.008,-81.916,0.103,3.795e-6,1.692,-0.085,56.751,322.688,6.215e4,517.095,178.083,0.595,9.743,417.442,327.962,4.404,0,0,15.414,0.54,0.384,0.018,0.138,0.54,0.026,0.113,4.586e-5,0,0,0,0,0.001,7.947,172.22,-54.859,44.041,7.028e-5,298.054,0.531,4.23e6,20.32,324.293,0.05,0.934,0.009,925.386
51.872,2.123e4,2.165e4,131.749,161.864,-9.937,9.938,-3180.263,4694.908,5670.646,325.887,94.032,0.148,48.008,-81.916,0.105,3.795e-6,1.704,-0.049,56.666,322.685,6.215e4,517.095,178.083,0.595,9.743,417.204,327.962,4.392,0,0,15.316,0.54,0.384,0.018,0.138,0.54,0.026,0.114,7.947e-5,0,0,0,0,0.001,7.981,172.17,-54.852,43.996,7.021e-5,298.058,0.53,4.214e6,20.32,324.293,0.05,0.935,0.009,919.765
