# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²),MaxQ (kg / ( m* s^2 ))
5.941,1731.555,1731.555,567.056,567.3,84.379,84.456,43.383,0.007,43.383,89.99,16.627,3.606,28.61,-80.6,0.056,0,-0.075,0.007,88.042,89.987,8.857e4,2.789e4,210.236,0.727,9.787,407.993,354.368,2.639,1.076e4,12.408,2409.028,0.446,0.194,0.123,0.129,0.446,0.008,0.02,7.136e-5,0,0,0,0,-1.593e-7,2.201,90,3.745,822.123,0.001,333.568,1.701,1.856e8,20.32,324.293,0.032,1.341,0.073,1.664e5
5.973,1749.743,1749.743,569.756,570.002,84.361,84.436,43.917,0.007,43.917,89.99,16.742,3.56,28.61,-80.6,0.05,0,0.114,0.008,88.043,89.98,8.84e4,2.772e4,210.03,0.726,9.787,407.432,354.269,2.616,1.075e4,12.423,2418.938,0.445,0.194,0.122,0.129,0.445,0.007,0.018,1.347e-4,0,0,0,0,3.68e-7,2.223,90,3.627,820.282,0.001,333.497,1.709,1.862e8,20.32,324.293,0.02,1.343,0.073,1.677e5
5.993,1761.153,1761.153,571.442,571.689,84.257,84.329,44.252,0.008,44.252,89.99,16.813,3.487,28.61,-80.6,0.043,0,0.213,0.008,88.046,89.976,8.829e4,2.76e4,209.911,0.726,9.787,407.118,354.216,2.603,1.073e4,12.423,2425.076,0.444,0.193,0.122,0.128,0.444,0.006,0.015,-3.407e-4,0,0,0,0,1.279e-6,2.254,90,3.553,819.127,0.001,333.452,1.715,1.866e8,20.32,324.293,0.03,1.346,0.073,1.685e5
6.023,1778.335,1778.335,573.967,574.216,84.061,84.128,44.758,0.008,44.758,89.99,16.915,3.363,28.61,-80.6,0.03,0,0.327,0.01,88.055,89.971,8.812e4,2.744e4,209.735,0.725,9.787,406.67,354.14,2.585,1.071e4,12.418,2434.204,0.442,0.193,0.122,0.128,0.442,0.004,0.01,1.963e-4,0,0,0,0,2.995e-6,2.28,90,3.441,817.388,0.001,333.384,1.723,1.871e8,20.32,324.293,0.022,1.348,0.074,1.697e5
6.044,1790.942,1790.942,575.807,576.057,83.753,83.816,45.13,0.008,45.13,89.99,16.988,3.253,28.61,-80.6,0.02,0,0.383,0.014,88.063,89.969,8.8e4,2.732e4,209.66,0.724,9.787,406.392,354.138,2.572,1.068e4,12.398,2440.82,0.441,0.192,0.122,0.127,0.441,0.003,0.007,3.342e-4,0,0,0,0,4.081e-6,2.294,90,3.359,816.112,0.001,333.334,1.728,1.876e8,20.32,324.293,0.023,1.351,0.074,1.706e5
6.067,1803.992,1803.992,577.703,577.955,83.893,83.953,45.515,0.008,45.515,89.99,17.061,3.175,28.61,-80.6,0.011,0,0.416,0.024,88.072,89.969,8.788e4,2.719e4,209.48,0.724,9.787,406.158,354.032,2.565,1.068e4,12.424,2447.584,0.44,0.192,0.121,0.127,0.44,0.001,0.004,2.962e-4,0,0,0,0,4.796e-6,2.276,90,3.274,814.791,0.001,333.283,1.734,1.88e8,20.32,324.293,0.032,1.354,0.074,1.715e5
6.099,1822.433,1822.433,580.373,580.626,83.73,83.785,46.06,0.008,46.06,89.99,17.16,3.058,28.61,-80.6,9.021e-4,0,0.333,0.286,88.085,89.969,8.77e4,2.702e4,209.311,0.723,9.787,408.825,353.968,2.7,1.066e4,12.424,2457.036,0.438,0.191,0.121,0.126,0.438,1.165e-4,8.115e-4,2.515e-4,0,0,0,0,3.047e-6,2.235,90,3.154,812.925,0.001,333.21,1.743,1.886e8,20.32,324.293,0.02,1.356,0.074,1.728e5
6.119,1834.053,1834.053,582.046,582.301,83.676,83.727,46.404,0.008,46.404,89.99,17.22,2.941,28.61,-80.6,0.011,0,-0.428,0.023,88.094,89.971,8.759e4,2.691e4,209.193,0.722,9.787,404.341,353.915,2.482,1.065e4,12.429,2462.944,0.437,0.191,0.121,0.126,0.437,0.001,0.004,-1.671e-4,0,0,0,0,-4.992e-6,2.263,90,3.079,811.749,0.001,333.165,1.748,1.889e8,20.32,324.293,0.03,1.359,0.075,1.736e5
6.149,1851.545,1851.545,584.555,584.811,83.669,83.715,46.922,0.008,46.922,89.99,17.306,2.779,28.61,-80.6,0.028,0,-0.368,0.01,88.106,89.974,8.743e4,2.674e4,208.997,0.721,9.786,403.824,353.818,2.461,1.065e4,12.443,2471.733,0.436,0.19,0.121,0.125,0.436,0.004,0.009,-4.039e-4,0,0,0,0,-3.648e-6,2.31,90,2.965,809.978,0.001,333.096,1.756,1.895e8,20.32,324.293,0.022,1.361,0.075,1.748e5
6.171,1864.375,1864.375,586.39,586.647,83.774,83.818,47.301,0.008,47.301,89.99,17.366,2.702,28.61,-80.6,0.036,0,-0.297,0.009,88.113,89.978,8.731e4,2.662e4,208.829,0.721,9.786,403.349,353.72,2.442,1.065e4,12.465,2478.112,0.435,0.19,0.121,0.125,0.435,0.005,0.011,4.101e-4,0,0,0,0,-2.367e-6,2.318,90,2.882,808.68,0.001,333.045,1.762,1.898e8,20.32,324.293,0.022,1.363,0.075,1.756e5
6.193,1877.211,1877.211,588.217,588.475,83.437,83.478,47.682,0.008,47.682,89.99,17.424,2.63,28.61,-80.6,0.042,0,-0.211,0.007,88.119,89.983,8.719e4,2.65e4,208.738,0.72,9.786,402.87,353.702,2.42,1.062e4,12.442,2484.44,0.434,0.189,0.12,0.124,0.434,0.005,0.013,1.695e-5,0,0,0,0,-1.186e-6,2.325,90,2.798,807.38,0.001,332.995,1.767,1.902e8,20.32,324.293,0.022,1.365,0.075,1.765e5
6.215,1890.275,1890.275,590.062,590.321,82.983,83.022,48.069,0.009,48.069,89.99,17.481,2.566,28.61,-80.6,0.047,0,-0.115,0.007,88.123,89.987,8.706e4,2.638e4,208.631,0.72,9.786,402.382,353.667,2.397,1.057e4,12.407,2490.768,0.433,0.189,0.12,0.124,0.433,0.006,0.014,2.491e-4,0,0,0,0,-3.476e-7,2.342,90,2.713,806.058,0.001,332.943,1.773,1.906e8,20.32,324.293,0.032,1.367,0.076,1.774e5
6.247,1909.171,1909.171,592.721,592.981,83.409,83.448,48.628,0.009,48.628,89.99,17.563,2.545,28.61,-80.6,0.05,0,0.041,0.005,88.124,89.992,8.689e4,2.621e4,208.371,0.719,9.786,401.682,353.509,2.371,1.06e4,12.467,2499.809,0.431,0.188,0.12,0.123,0.431,0.006,0.015,-3.575e-4,0,0,0,0,4.358e-8,2.375,90,2.59,804.145,0.001,332.869,1.782,1.912e8,20.32,324.293,0.027,1.37,0.076,1.786e5
6.274,1925.286,1925.286,594.986,595.247,83.54,83.581,49.106,0.009,49.106,89.99,17.633,2.619,28.61,-80.599,0.043,0,0.166,0.008,88.121,89.997,8.674e4,2.606e4,208.171,0.718,9.786,401.17,353.396,2.351,1.061e4,12.495,2507.464,0.43,0.188,0.12,0.123,0.43,0.005,0.013,4.337e-4,0,0,0,0,7.182e-7,2.331,90,2.486,802.514,0.001,332.805,1.789,1.917e8,20.32,324.293,0.022,1.372,0.076,1.797e5
6.296,1938.288,1938.288,596.804,597.066,83.141,83.185,49.491,0.009,49.491,89.99,17.691,2.691,28.61,-80.599,0.034,0,0.248,0.007,88.116,90,8.662e4,2.594e4,208.058,0.717,9.786,400.788,353.354,2.334,1.057e4,12.465,2513.549,0.429,0.187,0.12,0.122,0.429,0.004,0.01,1.792e-4,0,0,0,0,1.596e-6,2.287,90,2.401,801.198,0.001,332.754,1.795,1.92e8,20.32,324.293,0.027,1.375,0.076,1.805e5
6.323,1954.632,1954.632,599.07,599.333,82.658,82.705,49.976,0.009,49.976,89.99,17.766,2.786,28.61,-80.599,0.022,0,0.321,0.01,88.109,90.002,8.647e4,2.579e4,207.925,0.716,9.786,400.356,353.309,2.315,1.052e4,12.43,2521.058,0.428,0.187,0.119,0.122,0.428,0.003,0.006,4.861e-4,0,0,0,0,2.657e-6,2.25,90,2.295,799.544,0.001,332.69,1.802,1.925e8,20.32,324.293,0.02,1.378,0.077,1.816e5
6.343,1966.631,1966.631,600.727,600.991,82.992,83.043,50.332,0.009,50.332,89.99,17.822,2.885,28.61,-80.599,0.013,0,0.355,0.014,88.102,90.002,8.636e4,2.568e4,207.749,0.716,9.786,400.169,353.196,2.312,1.054e4,12.475,2526.524,0.427,0.186,0.119,0.122,0.427,0.002,0.004,-4.09e-4,0,0,0,0,3.23e-6,2.225,90,2.217,798.33,0.001,332.642,1.807,1.928e8,20.32,324.293,0.03,1.38,0.077,1.824e5
6.373,1984.693,1984.693,603.211,603.477,82.622,82.677,50.868,0.009,50.868,89.989,17.911,3.002,28.61,-80.599,5.31e-4,0,0.14,0.348,88.091,90.001,8.62e4,2.552e4,207.578,0.715,9.786,401.818,353.121,2.397,1.05e4,12.453,2534.653,0.426,0.186,0.119,0.121,0.426,6.581e-5,1.518e-4,-2.237e-4,0,0,0,0,4.988e-7,2.2,90,2.099,796.501,0.001,332.571,1.815,1.933e8,20.32,324.293,0.022,1.382,0.077,1.836e5
6.395,1997.941,1997.941,605.023,605.29,82.603,82.661,51.261,0.009,51.261,89.989,17.978,3.092,28.61,-80.599,0.009,0,-0.366,0.02,88.083,89.999,8.608e4,2.54e4,207.425,0.714,9.786,398.59,353.038,2.242,1.05e4,12.463,2540.521,0.425,0.185,0.119,0.121,0.425,0.001,0.003,-1.378e-4,0,0,0,0,-3.384e-6,2.184,90,2.013,795.16,0.001,332.519,1.821,1.937e8,20.32,324.293,0.029,1.384,0.078,1.844e5
6.424,2015.672,2015.672,607.435,607.704,82.328,82.387,51.789,0.01,51.789,89.989,18.069,3.128,28.61,-80.599,0.012,0,-0.336,0.013,88.072,89.997,8.592e4,2.524e4,207.27,0.714,9.786,398.159,352.976,2.224,1.047e4,12.45,2548.555,0.423,0.185,0.119,0.12,0.423,0.002,0.004,2.621e-4,0,0,0,0,-2.816e-6,2.248,90,1.898,793.444,0.001,332.449,1.828,1.942e8,20.32,324.293,0.022,1.387,0.078,1.856e5
6.446,2029.019,2029.019,609.243,609.513,82.495,82.555,52.186,0.01,52.186,89.989,18.138,3.151,28.61,-80.599,0.013,0,-0.31,0.01,88.065,89.994,8.58e4,2.512e4,207.079,0.713,9.786,397.787,352.854,2.211,1.048e4,12.478,2554.548,0.422,0.184,0.118,0.12,0.422,0.002,0.004,3.409e-4,0,0,0,0,-2.388e-6,2.309,90,1.811,792.159,0.001,332.397,1.834,1.946e8,20.32,324.293,0.022,1.39,0.078,1.864e5
6.469,2042.657,2042.657,611.084,611.355,82.218,82.28,52.592,0.01,52.592,89.989,18.208,3.195,28.61,-80.599,0.018,0,-0.278,0.008,88.059,89.991,8.568e4,2.5e4,206.983,0.712,9.786,397.399,352.829,2.193,1.045e4,12.462,2560.593,0.421,0.184,0.118,0.119,0.421,0.002,0.005,6.221e-5,0,0,0,0,-1.913e-6,2.317,90,1.723,790.846,0.001,332.343,1.84,1.949e8,20.32,324.293,0.022,1.393,0.078,1.873e5
6.49,2055.948,2055.948,612.871,613.143,82.309,82.373,52.988,0.01,52.988,89.989,18.278,3.25,28.61,-80.599,0.023,0,-0.239,0.007,88.053,89.987,8.556e4,2.488e4,206.809,0.712,9.786,396.998,352.723,2.179,1.045e4,12.482,2566.439,0.42,0.183,0.118,0.119,0.42,0.003,0.006,1.657e-4,0,0,0,0,-1.406e-6,2.315,90,1.636,789.567,0.001,332.291,1.845,1.953e8,20.32,324.293,0.032,1.395,0.079,1.882e5
6.522,2075.559,2075.559,615.496,615.771,82.153,82.22,53.573,0.01,53.573,89.989,18.383,3.302,28.61,-80.599,0.028,0,-0.165,0.003,88.046,89.982,8.539e4,2.471e4,206.616,0.711,9.786,396.38,352.63,2.153,1.043e4,12.483,2574.949,0.419,0.183,0.118,0.119,0.419,0.003,0.008,3.605e-4,0,0,0,0,-6.622e-7,2.313,90,1.509,787.679,9.991e-4,332.213,1.854,1.958e8,20.32,324.293,0.02,1.402,0.079,1.894e5
6.542,2087.879,2087.879,617.14,617.416,82.308,82.376,53.942,0.01,53.942,89.989,18.449,3.328,28.61,-80.599,0.03,0,-0.112,0.002,88.044,89.98,8.528e4,2.46e4,206.44,0.71,9.786,395.984,352.517,2.139,1.044e4,12.509,2580.228,0.418,0.182,0.118,0.118,0.418,0.004,0.008,2.738e-4,0,0,0,0,-3.065e-7,2.312,90,1.429,786.493,9.979e-4,332.165,1.859,1.962e8,20.32,324.293,0.03,1.406,0.079,1.902e5
6.572,2106.426,2106.426,619.606,619.883,82.106,82.176,54.496,0.01,54.496,89.989,18.55,3.379,28.61,-80.599,0.036,0,-0.026,0.003,88.042,89.978,8.512e4,2.444e4,206.267,0.709,9.786,395.346,352.437,2.112,1.042e4,12.504,2588.099,0.417,0.182,0.117,0.118,0.417,0.004,0.009,1.432e-4,0,0,0,0,-1.606e-8,2.252,90,1.308,784.708,9.96e-4,332.092,1.867,1.967e8,20.32,324.293,0.022,1.409,0.079,1.914e5
6.594,2119.971,2119.971,621.395,621.674,81.801,81.872,54.902,0.01,54.902,89.989,18.624,3.404,28.61,-80.599,0.039,0,0.05,0.002,88.042,89.977,8.5e4,2.432e4,206.146,0.709,9.786,394.883,352.385,2.091,1.038e4,12.484,2593.747,0.416,0.181,0.117,0.117,0.416,0.005,0.01,4.909e-4,0,0,0,0,5.859e-8,2.193,90,1.22,783.404,9.947e-4,332.038,1.873,1.97e8,20.32,324.293,0.022,1.412,0.08,1.922e5
6.616,2133.666,2133.666,623.198,623.478,82.078,82.148,55.313,0.011,55.313,89.989,18.699,3.391,28.61,-80.599,0.037,0,0.128,0.002,88.044,89.976,8.488e4,2.42e4,205.956,0.708,9.786,394.458,352.263,2.077,1.04e4,12.524,2599.397,0.415,0.181,0.117,0.117,0.415,0.005,0.009,2.673e-4,0,0,0,0,3.909e-7,2.181,90,1.131,782.086,9.933e-4,331.984,1.878,1.974e8,20.32,324.293,0.032,1.415,0.08,1.931e5
6.648,2153.563,2153.563,625.805,626.087,81.572,81.638,55.91,0.011,55.91,89.989,18.805,3.293,28.61,-80.599,0.029,0,0.225,1.281e-4,88.049,89.977,8.471e4,2.403e4,205.771,0.707,9.786,393.874,352.176,2.052,1.035e4,12.488,2607.51,0.414,0.18,0.117,0.116,0.414,0.004,0.007,2.038e-4,0,0,0,0,1.191e-6,2.188,90,1.002,780.171,9.914e-4,331.906,1.887,1.979e8,20.32,324.293,0.02,1.419,0.08,1.943e5
6.668,2166.096,2166.096,627.439,627.723,81.856,81.922,56.287,0.011,56.287,89.989,18.871,3.283,28.61,-80.599,0.028,0,0.275,-6.864e-4,88.054,89.978,8.46e4,2.392e4,205.595,0.707,9.786,393.464,352.062,2.038,1.037e4,12.527,2612.539,0.413,0.18,0.117,0.116,0.413,0.003,0.007,3.614e-4,0,0,0,0,1.772e-6,2.137,90,0.92,778.965,9.901e-4,331.857,1.892,1.982e8,20.32,324.293,0.03,1.422,0.08,1.951e5
6.698,2184.957,2184.957,629.889,630.174,81.423,81.487,56.855,0.011,56.855,89.989,18.969,3.227,28.61,-80.599,0.025,0,0.344,-7.789e-4,88.064,89.981,8.444e4,2.376e4,205.412,0.706,9.785,392.844,351.971,2.011,1.033e4,12.498,2619.997,0.412,0.179,0.117,0.116,0.412,0.003,0.006,1.147e-4,0,0,0,0,2.75e-6,2.052,90,0.798,777.149,9.883e-4,331.782,1.9,1.986e8,20.32,324.293,0.022,1.425,0.081,1.962e5
6.72,2198.792,2198.792,631.669,631.956,80.94,81.001,57.272,0.011,57.272,89.989,19.039,3.128,28.61,-80.599,0.017,0,0.384,-0.002,88.072,89.983,8.432e4,2.364e4,205.293,0.705,9.785,392.497,351.919,1.997,1.028e4,12.459,2625.373,0.411,0.179,0.117,0.115,0.411,0.002,0.004,5.87e-5,0,0,0,0,3.405e-6,2.039,90,0.708,775.818,9.869e-4,331.728,1.905,1.99e8,20.32,324.293,0.022,1.428,0.081,1.971e5
6.742,2212.593,2212.593,633.436,633.724,80.992,81.049,57.688,0.011,57.688,89.989,19.106,3.037,28.61,-80.599,0.008,0,0.406,-0.005,88.08,89.985,8.421e4,2.353e4,205.124,0.705,9.785,392.134,351.817,1.984,1.028e4,12.475,2630.654,0.41,0.178,0.116,0.115,0.41,9.963e-4,0.002,-4.226e-4,0,0,0,0,3.793e-6,2.031,90,0.618,774.489,9.855e-4,331.673,1.911,1.993e8,20.32,324.293,0.032,1.431,0.081,1.979e5
6.773,2232.694,2232.694,636.005,636.295,81.278,81.33,58.294,0.011,58.294,89.989,19.2,2.907,28.61,-80.599,0.005,0,-0.411,-0.01,88.093,89.989,8.404e4,2.336e4,204.859,0.704,9.785,391.834,351.648,1.978,1.03e4,12.52,2638.269,0.409,0.178,0.116,0.114,0.409,5.639e-4,7.799e-4,6.171e-5,0,0,0,0,-3.847e-6,2.024,90,0.487,772.554,9.835e-4,331.594,1.919,1.998e8,20.32,324.293,0.02,1.446,0.081,1.991e5
6.793,2245.431,2245.431,637.625,637.916,80.691,80.74,58.679,0.011,58.679,89.989,19.257,2.801,28.61,-80.599,0.013,0,-0.396,-0.003,88.102,89.991,8.393e4,2.325e4,204.767,0.703,9.785,391.327,351.617,1.954,1.024e4,12.469,2643.033,0.408,0.177,0.116,0.114,0.408,0.002,0.003,1.575e-5,0,0,0,0,-3.565e-6,2.021,90,0.405,771.328,9.823e-4,331.544,1.924,2.001e8,20.32,324.293,0.03,1.449,0.082,1.999e5
6.824,2264.738,2264.738,640.062,640.355,80.618,80.663,59.262,0.012,59.262,89.989,19.34,2.702,28.61,-80.599,0.021,0,-0.351,-0.001,88.113,89.995,8.377e4,2.309e4,204.558,0.703,9.785,390.717,351.5,1.93,1.023e4,12.476,2650.107,0.406,0.177,0.116,0.114,0.406,0.002,0.005,-4.609e-4,0,0,0,0,-2.782e-6,1.987,90,0.279,769.47,9.804e-4,331.468,1.932,2.005e8,20.32,324.293,0.022,1.452,0.082,2.01e5
6.846,2278.888,2278.888,641.839,642.132,80.315,80.359,59.69,0.012,59.69,89.989,19.399,2.639,28.61,-80.599,0.026,0,-0.309,-6.42e-4,88.12,89.999,8.365e4,2.297e4,204.454,0.702,9.785,390.298,351.462,1.911,1.02e4,12.456,2655.195,0.406,0.176,0.116,0.113,0.406,0.003,0.006,-7.598e-5,0,0,0,0,-2.141e-6,1.956,90,0.187,768.108,9.79e-4,331.412,1.938,2.009e8,20.32,324.293,0.022,1.455,0.082,2.018e5
6.868,2293.09,2293.09,643.615,643.909,80.479,80.52,60.119,0.012,60.119,89.989,19.457,2.57,28.61,-80.599,0.033,0,-0.255,-0.002,88.126,90.001,8.353e4,2.285e4,204.256,0.701,9.785,389.842,351.33,1.895,1.02e4,12.483,2660.257,0.405,0.176,0.116,0.113,0.405,0.004,0.008,3.548e-4,0,0,0,0,-1.443e-6,1.965,90,0.095,766.741,9.775e-4,331.356,1.943,2.012e8,20.32,324.293,0.022,1.458,0.082,2.027e5
6.89,2307.282,2307.282,645.387,645.682,80.482,80.521,60.548,0.012,60.548,89.989,19.512,2.503,28.61,-80.599,0.039,0,-0.188,-0.003,88.131,90.002,8.341e4,2.273e4,204.089,0.701,9.785,389.384,351.23,1.878,1.02e4,12.494,2665.275,0.404,0.176,0.115,0.113,0.404,0.005,0.008,-5.069e-5,0,0,0,0,-7.802e-7,1.983,90,0.003,765.375,9.761e-4,331.301,1.949,2.015e8,20.32,324.293,0.03,1.461,0.083,2.035e5
6.92,2326.765,2326.765,647.814,648.11,80.584,80.623,61.137,0.012,61.137,89.989,19.587,2.502,28.61,-80.599,0.039,0,-0.086,-0.002,88.135,90.002,8.325e4,2.257e4,203.84,0.7,9.785,388.83,351.07,1.858,1.02e4,12.519,2672.055,0.403,0.175,0.115,0.112,0.403,0.004,0.009,-3.713e-4,0,0,0,0,-1.641e-7,1.938,90,-0.124,763.5,9.742e-4,331.224,1.957,2.019e8,20.32,324.293,0.022,1.464,0.083,2.046e5
6.942,2340.984,2340.984,649.58,649.877,80.577,80.617,61.567,0.012,61.567,89.989,19.643,2.539,28.61,-80.599,0.034,0,-0.021,4.951e-4,88.137,90.002,8.314e4,2.246e4,203.674,0.699,9.785,388.466,350.97,1.845,1.019e4,12.53,2676.94,0.402,0.175,0.115,0.112,0.402,0.004,0.007,-4.44e-4,0,0,0,0,-9.872e-9,1.88,90,-0.216,762.131,9.728e-4,331.168,1.963,2.022e8,20.32,324.293,0.032,1.466,0.083,2.054e5
6.974,2361.801,2361.801,652.154,652.452,80.364,80.405,62.197,0.012,62.197,89.988,19.724,2.555,28.61,-80.599,0.032,0,0.063,0.003,88.136,90.003,8.297e4,2.229e4,203.469,0.698,9.785,387.901,350.861,1.823,1.017e4,12.523,2684,0.401,0.174,0.115,0.111,0.401,0.004,0.007,1.298e-4,0,0,0,0,8.744e-8,1.863,90,-0.352,760.127,9.707e-4,331.086,1.971,2.027e8,20.32,324.293,0.02,1.468,0.084,2.066e5
6.994,2374.857,2374.857,653.758,654.057,80.051,80.092,62.592,0.013,62.592,89.988,19.775,2.561,28.61,-80.599,0.03,0,0.113,0.002,88.134,90.003,8.286e4,2.218e4,203.362,0.698,9.785,387.542,350.813,1.808,1.014e4,12.501,2688.337,0.4,0.174,0.115,0.111,0.4,0.003,0.006,-2.276e-4,0,0,0,0,2.779e-7,1.868,90,-0.437,758.871,9.694e-4,331.034,1.976,2.03e8,20.32,324.293,0.03,1.47,0.084,2.073e5
7.024,2394.504,2394.504,656.161,656.462,80.196,80.236,63.186,0.013,63.186,89.988,19.852,2.531,28.61,-80.599,0.035,0,0.19,0.003,88.13,90.003,8.27e4,2.202e4,203.108,0.697,9.785,386.927,350.647,1.785,1.014e4,12.53,2694.793,0.399,0.173,0.115,0.111,0.399,0.004,0.008,9.947e-7,0,0,0,0,7.705e-7,1.972,90,-0.564,756.98,9.674e-4,330.957,1.984,2.034e8,20.32,324.293,0.022,1.472,0.084,2.085e5
7.046,2408.927,2408.927,657.921,658.222,80.163,80.202,63.622,0.013,63.622,89.988,19.907,2.506,28.61,-80.599,0.038,0,0.252,0.002,88.125,90.002,8.258e4,2.19e4,202.94,0.696,9.785,386.475,350.544,1.768,1.013e4,12.537,2699.482,0.398,0.173,0.115,0.11,0.398,0.004,0.008,-4.811e-4,0,0,0,0,1.35e-6,2.068,90,-0.658,755.591,9.66e-4,330.9,1.989,2.037e8,20.32,324.293,0.022,1.474,0.084,2.093e5
7.068,2423.5,2423.5,659.695,659.997,80.161,80.201,64.063,0.013,64.063,89.988,19.963,2.543,28.61,-80.599,0.035,0,0.317,0.003,88.118,90.002,8.247e4,2.179e4,202.765,0.696,9.785,386.073,350.434,1.754,1.012e4,12.548,2704.144,0.397,0.172,0.114,0.11,0.397,0.004,0.007,3.165e-4,0,0,0,0,2.129e-6,2.109,90,-0.753,754.189,9.645e-4,330.843,1.995,2.04e8,20.32,324.293,0.022,1.476,0.085,2.101e5
7.09,2437.981,2437.981,661.45,661.753,80.018,80.06,64.501,0.013,64.501,89.988,20.019,2.599,28.61,-80.599,0.029,0,0.373,9.112e-4,88.111,90,8.235e4,2.167e4,202.611,0.695,9.785,385.696,350.344,1.74,1.011e4,12.544,2708.708,0.396,0.172,0.114,0.11,0.396,0.003,0.006,1.906e-5,0,0,0,0,2.938e-6,2.138,90,-0.847,752.795,9.631e-4,330.786,2.001,2.043e8,20.32,324.293,0.032,1.479,0.085,2.109e5
7.122,2459.134,2459.134,664.004,664.308,79.992,80.039,65.142,0.013,65.142,89.988,20.104,2.742,28.61,-80.599,0.016,0,0.429,3.542e-4,88.098,89.995,8.218e4,2.15e4,202.359,0.694,9.785,385.259,350.185,1.726,1.01e4,12.557,2715.273,0.395,0.171,0.114,0.109,0.395,0.002,0.003,-2.938e-5,0,0,0,0,3.853e-6,2.136,90,-0.984,750.759,9.61e-4,330.702,2.009,2.047e8,20.32,324.293,0.027,1.481,0.085,2.12e5
7.149,2477.132,2477.132,666.169,666.474,79.992,80.044,65.687,0.013,65.687,89.988,20.18,2.886,28.61,-80.599,0.003,0,0.447,-3.793e-4,88.086,89.989,8.204e4,2.136e4,202.142,0.694,9.785,384.902,350.046,1.715,1.009e4,12.57,2720.757,0.394,0.171,0.114,0.109,0.394,3.402e-4,6.271e-4,-2.084e-4,0,0,0,0,4.157e-6,2.116,90,-1.101,749.026,9.592e-4,330.631,2.016,2.05e8,20.32,324.293,0.022,1.483,0.085,2.13e5
7.171,2491.697,2491.697,667.91,668.216,79.487,79.542,66.128,0.013,66.128,89.988,20.244,2.958,28.61,-80.599,0.005,0,-0.445,-0.003,88.076,89.985,8.192e4,2.124e4,202.043,0.693,9.785,384.538,350.011,1.699,1.004e4,12.529,2725.115,0.393,0.17,0.114,0.109,0.393,5.319e-4,0.001,3.988e-4,0,0,0,0,-4.091e-6,2.134,90,-1.196,747.624,9.577e-4,330.574,2.022,2.053e8,20.32,324.293,0.022,1.485,0.086,2.138e5
7.192,2506.202,2506.202,669.633,669.94,79.381,79.439,66.568,0.014,66.568,89.988,20.309,3.038,28.61,-80.599,0.012,0,-0.428,-0.003,88.067,89.983,8.181e4,2.113e4,201.884,0.692,9.784,384.091,349.915,1.682,1.003e4,12.529,2729.487,0.392,0.17,0.114,0.108,0.392,0.001,0.002,-2.744e-4,0,0,0,0,-3.776e-6,2.153,90,-1.29,746.258,9.563e-4,330.517,2.027,2.056e8,20.32,324.293,0.032,1.487,0.086,2.146e5
7.224,2527.685,2527.685,672.176,672.485,79.457,79.519,67.22,0.014,67.22,89.988,20.408,3.143,28.61,-80.599,0.021,0,-0.392,7.786e-4,88.054,89.979,8.164e4,2.096e4,201.613,0.692,9.784,383.497,349.736,1.661,1.003e4,12.552,2736.074,0.391,0.169,0.114,0.108,0.391,0.002,0.004,-3.689e-4,0,0,0,0,-3.138e-6,2.193,90,-1.43,744.293,9.542e-4,330.432,2.035,2.06e8,20.32,324.293,0.02,1.489,0.086,2.158e5
7.244,2541.137,2541.137,673.762,674.073,79.256,79.321,67.628,0.014,67.628,89.988,20.472,3.19,28.61,-80.599,0.025,0,-0.358,-3.103e-4,88.046,89.975,8.153e4,2.085e4,201.479,0.691,9.784,383.14,349.659,1.648,1e4,12.542,2740.133,0.39,0.169,0.113,0.108,0.39,0.003,0.005,-2.634e-4,0,0,0,0,-2.602e-6,2.22,90,-1.517,743.062,9.53e-4,330.379,2.041,2.063e8,20.32,324.293,0.03,1.491,0.086,2.165e5
